10, 6.8, 0
40, 6.8, 0
50, 6.8, 0
60, 6.8, 0
70, 6.8, 0
80, 6.8, 0
90, 6.8, 0
100, 6.8, 0
110, 6.8, 0
140, 6.8, 0
5, 9.8, 0
15, 9.8, 0
45, 9.8, 0
55, 9.8, 0
65, 9.8, 0
75, 9.8, 0
85, 9.8, 0
95, 9.8, 0
105, 9.8, 0
115, 9.8, 0
135, 9.8, 0
145, 9.8, 0
10, -6.8, 0
40, -6.8, 0
50, -6.8, 0
60, -6.8, 0
70, -6.8, 0
80, -6.8, 0
90, -6.8, 0
100, -6.8, 0
110, -6.8, 0
140, -6.8, 0
5, -9.8, 0
15, -9.8, 0
45, -9.8, 0
55, -9.8, 0
65, -9.8, 0
75, -9.8, 0
85, -9.8, 0
95, -9.8, 0
105, -9.8, 0
115, -9.8, 0
135, -9.8, 0
145, -9.8, 0
35, 9.8, 0
35, -9.8, 0
130, -6.8, 0
130, 6.8, 0
